fecha,id,id_legislador,id_proyecto
2018-10-24,876,11526,141631
2018-09-19,877,11526,141316
2018-09-04,878,11526,141115
2019-05-14,879,408,143583
2019-05-14,880,408,143593
2019-05-14,881,408,143567
2019-05-14,882,408,143568
2019-05-14,883,408,143602
2019-05-14,884,408,143603
2019-05-14,885,408,143600
2019-05-14,886,408,143601
2018-11-22,887,408,141926
2018-11-14,888,408,141848
2018-08-01,889,408,140668
2018-07-17,890,408,140544
2018-05-10,891,408,139714
2018-05-08,892,408,139576
2018-05-02,893,408,139480
2018-03-06,894,408,138643
2017-12-06,895,408,137830
2017-11-22,896,408,137658
2017-11-21,897,408,137715
2017-11-14,898,408,137519
2017-11-07,899,408,137375
2017-07-12,900,408,135668
2017-07-12,901,408,135674
2017-06-29,902,408,135482
2017-06-27,903,408,135458
2017-06-07,904,408,135165
2017-06-05,905,408,135084
2017-06-05,906,408,135085
2017-05-16,907,408,134850
2017-05-10,908,408,134776
2017-04-26,909,408,134536
2017-04-05,910,408,134340
2017-04-04,911,408,134288
2017-03-14,912,408,133875
2016-11-30,913,408,132929
2016-11-22,914,408,132804
2016-10-18,915,408,132114
2016-10-18,916,408,132117
2016-08-03,917,408,131029
2016-07-13,918,408,130766
2019-03-25,919,327,143026
2019-02-14,920,327,142492
2018-12-05,921,327,142063
2018-11-22,922,327,141926
2018-08-15,923,327,140834
2018-07-10,924,327,140424
2018-07-10,925,327,140425
2018-06-18,926,327,140161
2018-06-14,927,327,140181
2018-06-14,928,327,140183
2018-05-10,929,327,139714
2018-02-07,930,327,138320
2018-02-07,931,327,138322
2017-11-15,932,327,137606
2017-11-15,933,327,137709
2017-11-14,934,327,137535
2017-11-13,935,327,137470
2017-11-13,936,327,137468
2017-11-13,937,327,137474
2017-11-13,938,327,137476
2017-11-13,939,327,137475
2017-11-08,940,327,137427
2017-11-07,941,327,137375
