fecha,id,id_legislador,id_legislatura,id_proyecto,organismo
2017-10-03,639,7604,6,136819,MTSS*
2017-10-03,640,7604,6,136822,MTOP*
2017-10-03,641,7604,6,136849,MSP*
2017-10-03,642,7604,6,136847,MRREE*
2017-10-03,643,7604,6,136823,MIEM*
2019-02-15,644,7604,6,142497,
2018-10-24,645,7604,6,141631,
2018-06-06,646,7604,6,140034,
2018-05-09,647,7604,6,139623,
2018-05-02,648,7604,6,139480,
2018-04-17,649,7604,6,139316,
2018-03-06,650,7604,6,138666,
2018-03-06,651,7604,6,138667,
2018-03-06,652,7604,6,138669,
2017-04-04,653,7604,6,134310,
2016-12-28,654,7604,6,133349,
2016-12-13,655,7604,6,133163,
2016-12-06,656,7604,6,133025,
2016-10-19,657,7604,6,132179,
2016-09-06,658,7604,6,131517,
2016-04-06,659,7604,6,128973,
2015-08-04,660,7604,6,125764,
2015-08-04,661,7604,6,125765,
2015-07-01,662,7604,6,125256,
2015-06-10,663,7604,6,124969,
2017-05-10,664,8584,6,134764,MGAP*
2015-08-11,665,8584,6,125890,MIEM*
2015-06-16,666,8584,6,125020,ONSC*
2015-04-14,667,8584,6,124099,MVOTMA*
2015-04-14,668,8584,6,124104,MGAP*
2019-03-13,669,8584,6,142562,
2018-10-16,670,8584,6,141548,
2018-06-12,671,8584,6,140095,
2018-02-08,672,8584,6,138412,
