asistencias,citaciones,faltas_con_aviso,faltas_sin_aviso,fecha,id,id_comision,id_legislador,id_legislatura,licencia,otras_comisiones
1,1,0,0,2015-04-15,136,354,5146,6,0,0
1,1,0,0,2015-06-03,137,354,5146,6,0,0
1,1,0,0,2015-06-10,138,354,5146,6,0,0
1,1,0,0,2015-06-17,139,354,5146,6,0,0
1,1,0,0,2015-07-01,140,354,5146,6,0,0
1,1,0,0,2015-08-05,141,354,5146,6,0,0
1,1,0,0,2015-08-12,142,354,5146,6,0,0
1,1,0,0,2016-03-02,143,354,5146,6,0,0
1,1,0,0,2016-03-09,144,354,5146,6,0,0
1,1,0,0,2016-05-04,145,354,5146,6,0,0
1,1,0,0,2016-05-18,146,354,5146,6,0,0
0,1,1,0,2016-06-01,147,354,5146,6,0,0
1,1,0,0,2016-06-08,148,354,5146,6,0,0
1,1,0,0,2016-07-06,149,354,5146,6,0,0
1,1,0,0,2016-08-03,150,354,5146,6,0,0
1,1,0,0,2016-08-10,151,354,5146,6,0,0
1,1,0,0,2016-10-05,152,354,5146,6,0,0
1,1,0,0,2016-11-16,153,354,5146,6,0,0
1,1,0,0,2016-12-07,154,354,5146,6,0,0
1,1,0,0,2015-04-14,155,347,5146,6,0,0
1,1,0,0,2015-05-12,156,347,5146,6,0,0
1,1,0,0,2015-06-02,157,347,5146,6,0,0
1,1,0,0,2015-06-09,158,347,5146,6,0,0
0,1,1,0,2015-06-16,159,347,5146,6,0,0
1,1,0,0,2015-07-07,160,347,5146,6,0,0
1,1,0,0,2015-07-14,161,347,5146,6,0,0
1,1,0,0,2015-08-11,162,347,5146,6,0,0
1,1,0,0,2015-08-18,163,347,5146,6,0,0
1,1,0,0,2015-09-01,164,347,5146,6,0,0
1,1,0,0,2015-10-06,165,347,5146,6,0,0
1,1,0,0,2015-12-08,166,347,5146,6,0,0
1,1,0,0,2015-12-21,167,347,5146,6,0,0
1,1,0,0,2016-03-08,168,347,5146,6,0,0
1,1,0,0,2016-04-05,169,347,5146,6,0,0
1,1,0,0,2016-04-12,170,347,5146,6,0,0
1,1,0,0,2016-05-03,171,347,5146,6,0,0
1,1,0,0,2016-05-10,172,347,5146,6,0,0
1,1,0,0,2016-05-17,173,347,5146,6,0,0
1,1,0,0,2016-06-07,174,347,5146,6,0,0
1,1,0,0,2016-06-14,175,347,5146,6,0,0
1,1,0,0,2016-07-05,176,347,5146,6,0,0
1,1,0,0,2016-07-12,177,347,5146,6,0,0
1,1,0,0,2016-07-19,178,347,5146,6,0,0
1,1,0,0,2016-08-09,179,347,5146,6,0,0
1,1,0,0,2016-09-06,180,347,5146,6,0,0
1,1,0,0,2016-11-01,181,347,5146,6,0,0
1,1,0,0,2016-11-15,182,347,5146,6,0,0
1,1,0,0,2016-12-06,183,347,5146,6,0,0
1,1,0,0,2019-05-16,184,314,9891,6,0,0
1,1,0,0,2015-04-14,185,312,9891,6,0,0
1,1,0,0,2015-05-12,186,312,9891,6,0,0
1,1,0,0,2015-06-04,187,312,9891,6,0,0
0,1,1,0,2015-06-11,188,312,9891,6,0,0
0,1,1,0,2015-06-18,189,312,9891,6,0,0
0,1,1,0,2015-07-02,190,312,9891,6,0,0
1,1,0,0,2015-07-14,191,312,9891,6,0,0
0,1,1,0,2015-07-16,192,312,9891,6,0,0
1,1,0,0,2015-07-30,193,312,9891,6,0,0
0,1,1,0,2015-08-06,194,312,9891,6,0,0
0,1,1,0,2015-08-13,195,312,9891,6,0,0
1,1,0,0,2015-09-03,196,312,9891,6,0,0
1,1,0,0,2015-09-10,197,312,9891,6,0,0
0,1,1,0,2015-09-24,198,312,9891,6,0,0
1,1,0,0,2015-10-01,199,312,9891,6,0,0
1,1,0,0,2015-10-08,200,312,9891,6,0,0
0,1,1,0,2015-10-15,201,312,9891,6,0,0
0,1,1,0,2015-11-03,202,312,9891,6,0,0
1,1,0,0,2015-12-10,203,312,9891,6,0,0
1,1,0,0,2016-03-03,204,312,9891,6,0,0
0,1,1,0,2016-03-10,205,312,9891,6,0,0
1,1,0,0,2016-03-17,206,312,9891,6,0,0
1,1,0,0,2016-04-07,207,312,9891,6,0,0
0,1,1,0,2016-04-14,208,312,9891,6,0,0
0,1,1,0,2016-04-26,209,312,9891,6,0,0
1,1,0,0,2016-05-05,210,312,9891,6,0,0
1,1,0,0,2016-05-12,211,312,9891,6,0,0
0,1,1,0,2016-06-02,212,312,9891,6,0,0
1,1,0,0,2016-06-09,213,312,9891,6,0,0
0,1,1,0,2016-07-07,214,312,9891,6,0,0
0,1,1,0,2016-07-14,215,312,9891,6,0,0
1,1,0,0,2016-07-21,216,312,9891,6,0,0
1,1,0,0,2016-08-11,217,312,9891,6,0,0
1,1,0,0,2016-08-29,218,312,9891,6,0,0
1,1,0,0,2016-09-01,219,312,9891,6,0,0
1,1,0,0,2016-10-06,220,312,9891,6,0,0
0,1,1,0,2016-10-13,221,312,9891,6,0,0
1,1,0,0,2016-11-03,222,312,9891,6,0,0
1,1,0,0,2016-12-01,223,312,9891,6,0,0
0,1,1,0,2016-12-08,224,312,9891,6,0,0
1,1,0,0,2017-02-02,225,312,9891,6,0,0
0,1,1,0,2017-03-02,226,312,9891,6,0,0
1,1,0,0,2017-03-16,227,312,9891,6,0,0
0,1,1,0,2017-04-06,228,312,9891,6,0,0
0,1,1,0,2017-04-20,229,312,9891,6,0,0
0,1,1,0,2017-05-04,230,312,9891,6,0,0
1,1,0,0,2017-05-18,231,312,9891,6,0,0
1,1,0,0,2017-06-01,232,312,9891,6,0,0
1,1,0,0,2017-06-08,233,312,9891,6,0,0
1,1,0,0,2017-06-15,234,312,9891,6,0,0
0,1,1,0,2017-07-06,235,312,9891,6,0,0
0,1,1,0,2017-07-13,236,312,9891,6,0,0
1,1,0,0,2017-08-03,237,312,9891,6,0,0
1,1,0,0,2017-08-10,238,312,9891,6,0,0
1,1,0,0,2017-08-17,239,312,9891,6,0,0
1,1,0,0,2017-09-25,240,312,9891,6,0,0
1,1,0,0,2017-10-05,241,312,9891,6,0,0
0,1,1,0,2017-10-12,242,312,9891,6,0,0
1,1,0,0,2017-11-09,243,312,9891,6,0,0
1,1,0,0,2017-12-07,244,312,9891,6,0,0
1,1,0,0,2017-12-14,245,312,9891,6,0,0
1,1,0,0,2018-03-07,246,312,9891,6,0,0
1,1,0,0,2018-04-12,247,312,9891,6,0,0
0,1,1,0,2018-04-19,248,312,9891,6,0,0
0,1,1,0,2018-05-03,249,312,9891,6,0,0
1,1,0,0,2018-05-10,250,312,9891,6,0,0
1,1,0,0,2018-05-31,251,312,9891,6,0,0
1,1,0,0,2018-06-07,252,312,9891,6,0,0
1,1,0,0,2018-06-14,253,312,9891,6,0,0
1,1,0,0,2018-07-19,254,312,9891,6,0,0
1,1,0,0,2018-08-02,255,312,9891,6,0,0
1,1,0,0,2018-08-09,256,312,9891,6,0,0
1,1,0,0,2018-08-16,257,312,9891,6,0,0
1,1,0,0,2018-08-23,258,312,9891,6,0,0
0,1,1,0,2018-10-04,259,312,9891,6,0,0
1,1,0,0,2018-10-11,260,312,9891,6,0,0
1,1,0,0,2018-10-18,261,312,9891,6,0,0
0,1,1,0,2018-11-01,262,312,9891,6,0,0
0,1,1,0,2018-11-08,263,312,9891,6,0,0
0,1,1,0,2018-12-06,264,312,9891,6,0,0
1,1,0,0,2018-12-13,265,312,9891,6,0,0
1,1,0,0,2019-03-14,266,312,9891,6,0,0
1,1,0,0,2019-04-04,267,312,9891,6,0,0
1,1,0,0,2019-04-11,268,312,9891,6,0,0
0,1,1,0,2019-04-23,269,312,9891,6,0,0
1,1,0,0,2019-04-30,270,312,9891,6,0,0
1,1,0,0,2019-05-02,271,312,9891,6,0,0
1,1,0,0,2019-05-09,272,312,9891,6,0,0
0,1,1,0,2015-06-10,273,317,9891,6,0,0
0,1,1,0,2015-07-15,274,317,9891,6,0,0
0,1,1,0,2015-08-05,275,317,9891,6,0,0
1,1,0,0,2015-08-12,276,317,9891,6,0,0
1,1,0,0,2015-09-09,277,317,9891,6,0,0
0,1,1,0,2015-10-07,278,317,9891,6,0,0
0,1,1,0,2016-03-02,279,317,9891,6,0,0
1,1,0,0,2016-03-09,280,317,9891,6,0,0
0,1,1,0,2016-03-16,281,317,9891,6,0,0
0,1,1,0,2016-03-30,282,317,9891,6,0,0
0,1,1,0,2016-04-06,283,317,9891,6,0,0
0,1,1,0,2016-04-13,284,317,9891,6,0,0
0,1,1,0,2016-05-11,285,317,9891,6,0,0
0,1,1,0,2016-05-18,286,317,9891,6,0,0
0,1,1,0,2016-06-01,287,317,9891,6,0,0
1,1,0,0,2016-06-15,288,317,9891,6,0,0
0,1,1,0,2016-08-03,289,317,9891,6,0,0
0,1,1,0,2016-08-10,290,317,9891,6,0,0
1,1,0,0,2016-10-05,291,317,9891,6,0,0
0,1,1,0,2016-10-12,292,317,9891,6,0,0
0,1,1,0,2016-11-09,293,317,9891,6,0,0
1,1,0,0,2016-11-16,294,317,9891,6,0,0
0,1,1,0,2016-11-21,295,317,9891,6,0,0
0,1,1,0,2016-12-07,296,317,9891,6,0,0
1,1,0,0,2016-12-14,297,317,9891,6,0,0
1,1,0,0,2017-03-15,298,317,9891,6,0,0
1,1,0,0,2017-04-05,299,317,9891,6,0,0
0,1,1,0,2017-05-03,300,317,9891,6,0,0
0,1,1,0,2017-05-10,301,317,9891,6,0,0
1,1,0,0,2017-05-17,302,317,9891,6,0,0
1,1,0,0,2017-06-14,303,317,9891,6,0,0
1,1,0,0,2017-07-26,304,317,9891,6,0,0
0,1,1,0,2017-08-02,305,317,9891,6,0,0
1,1,0,0,2017-10-04,306,317,9891,6,0,0
1,1,0,0,2017-11-08,307,317,9891,6,0,0
0,1,1,0,2017-12-06,308,317,9891,6,0,0
1,1,0,0,2018-03-07,309,317,9891,6,0,0
1,1,0,0,2018-03-14,310,317,9891,6,0,0
1,1,0,0,2018-04-11,311,317,9891,6,0,0
0,1,1,0,2018-05-02,312,317,9891,6,0,0
1,1,0,0,2018-05-09,313,317,9891,6,0,0
1,1,0,0,2018-05-16,314,317,9891,6,0,0
0,1,1,0,2018-06-13,315,317,9891,6,0,0
0,1,1,0,2018-08-01,316,317,9891,6,0,0
0,1,1,0,2018-08-08,317,317,9891,6,0,0
1,1,0,0,2018-10-10,318,317,9891,6,0,0
0,1,1,0,2018-11-07,319,317,9891,6,0,0
0,1,1,0,2019-05-08,320,317,9891,6,0,0
1,1,0,0,2015-04-15,321,322,9891,6,0,0
1,1,0,0,2015-08-12,322,322,9891,6,0,0
1,1,0,0,2015-12-16,323,322,9891,6,0,0
0,1,1,0,2015-12-21,324,322,9891,6,0,0
0,1,1,0,2016-02-02,325,322,9891,6,0,0
0,1,1,0,2016-03-09,326,322,9891,6,0,0
1,1,0,0,2016-07-19,327,322,9891,6,0,0
1,1,0,0,2017-07-19,328,322,9891,6,0,0
1,1,0,0,2017-07-25,329,322,9891,6,0,0
1,1,0,0,2018-05-16,330,322,9891,6,0,0
1,1,0,0,2018-07-25,331,322,9891,6,0,0
1,1,0,0,2015-08-26,332,1104,9891,6,0,0
1,1,0,0,2015-09-02,333,1104,9891,6,0,0
1,1,0,0,2015-09-09,334,1104,9891,6,0,0
1,1,0,0,2015-10-21,335,1104,9891,6,0,0
1,1,0,0,2015-10-22,336,1104,9891,6,0,0
1,1,0,0,2015-10-26,337,1104,9891,6,0,0
1,1,0,0,2015-10-26,338,1104,9891,6,0,0
1,1,0,0,2015-10-27,339,1104,9891,6,0,0
1,1,0,0,2015-10-27,340,1104,9891,6,0,0
1,1,0,0,2015-10-28,341,1104,9891,6,0,0
1,1,0,0,2015-10-28,342,1104,9891,6,0,0
1,1,0,0,2015-10-29,343,1104,9891,6,0,0
1,1,0,0,2015-10-29,344,1104,9891,6,0,0
1,1,0,0,2015-10-30,345,1104,9891,6,0,0
1,1,0,0,2015-10-30,346,1104,9891,6,0,0
1,1,0,0,2015-11-03,347,1104,9891,6,0,0
1,1,0,0,2015-11-03,348,1104,9891,6,0,0
1,1,0,0,2015-11-04,349,1104,9891,6,0,0
1,1,0,0,2015-11-04,350,1104,9891,6,0,0
0,1,1,0,2015-11-05,351,1104,9891,6,0,0
1,1,0,0,2015-11-05,352,1104,9891,6,0,0
0,1,1,0,2015-11-09,353,1104,9891,6,0,0
1,1,0,0,2015-11-09,354,1104,9891,6,0,0
0,1,1,0,2015-11-12,355,1104,9891,6,0,0
0,1,0,0,2015-11-13,356,1104,9891,6,0,0
1,1,0,0,2015-11-16,357,1104,9891,6,0,0
1,1,0,0,2015-11-16,358,1104,9891,6,0,0
0,1,1,0,2015-11-17,359,1104,9891,6,0,0
0,1,1,0,2015-11-17,360,1104,9891,6,0,0
0,1,1,0,2015-11-23,361,1104,9891,6,0,0
0,1,1,0,2015-11-23,362,1104,9891,6,0,0
1,1,0,0,2015-11-24,363,1104,9891,6,0,0
1,1,0,0,2015-11-24,364,1104,9891,6,0,0
1,1,0,0,2015-11-25,365,1104,9891,6,0,0
0,1,1,0,2016-08-10,366,1104,9891,6,0,0
1,1,0,0,2016-08-15,367,1104,9891,6,0,0
1,1,0,0,2016-08-16,368,1104,9891,6,0,0
1,1,0,0,2016-08-16,369,1104,9891,6,0,0
0,1,1,0,2016-08-17,370,1104,9891,6,0,0
1,1,0,0,2016-08-17,371,1104,9891,6,0,0
0,1,1,0,2016-08-18,372,1104,9891,6,0,0
1,1,0,0,2016-08-18,373,1104,9891,6,0,0
1,1,0,0,2016-08-19,374,1104,9891,6,0,0
1,1,0,0,2016-08-22,375,1104,9891,6,0,0
0,1,1,0,2016-08-22,376,1104,9891,6,0,0
1,1,0,0,2016-08-23,377,1104,9891,6,0,0
0,1,1,0,2016-08-23,378,1104,9891,6,0,0
0,1,1,0,2016-08-26,379,1104,9891,6,0,0
0,1,1,0,2016-08-29,380,1104,9891,6,0,0
0,1,1,0,2016-08-30,381,1104,9891,6,0,0
1,1,0,0,2016-08-30,382,1104,9891,6,0,0
0,1,1,0,2016-08-31,383,1104,9891,6,0,0
1,1,0,0,2016-08-31,384,1104,9891,6,0,0
1,1,0,0,2016-09-01,385,1104,9891,6,0,0
1,1,0,0,2016-09-01,386,1104,9891,6,0,0
0,1,1,0,2016-09-02,387,1104,9891,6,0,0
1,1,0,0,2016-09-02,388,1104,9891,6,0,0
0,1,1,0,2016-09-05,389,1104,9891,6,0,0
1,1,0,0,2016-09-05,390,1104,9891,6,0,0
0,1,1,0,2016-09-06,391,1104,9891,6,0,0
1,1,0,0,2016-09-06,392,1104,9891,6,0,0
1,1,0,0,2016-09-07,393,1104,9891,6,0,0
1,1,0,0,2016-09-08,394,1104,9891,6,0,0
0,1,1,0,2017-08-10,395,1104,9891,6,0,0
1,1,0,0,2017-08-17,396,1104,9891,6,0,0
1,1,0,0,2017-08-17,397,1104,9891,6,0,0
1,1,0,0,2017-08-18,398,1104,9891,6,0,0
0,1,1,0,2017-08-21,399,1104,9891,6,0,0
0,1,1,0,2017-08-21,400,1104,9891,6,0,0
0,1,1,0,2017-08-22,401,1104,9891,6,0,0
0,1,1,0,2017-08-22,402,1104,9891,6,0,0
0,1,0,0,2017-08-23,403,1104,9891,6,1,0
1,1,0,0,2017-08-24,404,1104,9891,6,0,0
1,1,0,0,2017-08-24,405,1104,9891,6,0,0
1,1,0,0,2017-08-28,406,1104,9891,6,0,0
1,1,0,0,2017-08-28,407,1104,9891,6,0,0
1,1,0,0,2017-08-29,408,1104,9891,6,0,0
0,1,1,0,2017-08-29,409,1104,9891,6,0,0
1,1,0,0,2017-08-30,410,1104,9891,6,0,0
1,1,0,0,2017-08-30,411,1104,9891,6,0,0
1,1,0,0,2017-08-31,412,1104,9891,6,0,0
0,1,1,0,2017-08-31,413,1104,9891,6,0,0
0,1,0,0,2017-09-01,414,1104,9891,6,0,0
0,1,1,0,2017-09-04,415,1104,9891,6,0,0
0,1,1,0,2017-09-04,416,1104,9891,6,0,0
0,1,1,0,2017-09-05,417,1104,9891,6,0,0
0,1,1,0,2017-09-05,418,1104,9891,6,0,0
0,1,1,0,2017-09-06,419,1104,9891,6,0,0
1,1,0,0,2017-09-06,420,1104,9891,6,0,0
0,1,1,0,2017-09-07,421,1104,9891,6,0,0
0,1,1,0,2017-09-07,422,1104,9891,6,0,0
0,1,0,0,2017-09-08,423,1104,9891,6,0,0
1,1,0,0,2017-09-12,424,1104,9891,6,0,0
0,1,1,0,2018-08-22,425,1104,9891,6,0,0
1,1,0,0,2018-08-28,426,1104,9891,6,0,0
1,1,0,0,2018-08-28,427,1104,9891,6,0,0
1,1,0,0,2018-08-29,428,1104,9891,6,0,0
0,1,1,0,2018-08-29,429,1104,9891,6,0,0
0,1,1,0,2018-08-30,430,1104,9891,6,0,0
1,1,0,0,2018-08-30,431,1104,9891,6,0,0
0,1,0,0,2018-08-31,432,1104,9891,6,0,0
0,1,0,0,2018-08-31,433,1104,9891,6,0,0
1,1,0,0,2018-09-03,434,1104,9891,6,0,0
1,1,0,0,2018-09-03,435,1104,9891,6,0,0
0,1,1,0,2018-09-04,436,1104,9891,6,0,0
1,1,0,0,2018-09-04,437,1104,9891,6,0,0
1,1,0,0,2018-09-05,438,1104,9891,6,0,0
1,1,0,0,2018-09-05,439,1104,9891,6,0,0
1,1,0,0,2018-09-06,440,1104,9891,6,0,0
1,1,0,0,2018-09-06,441,1104,9891,6,0,0
1,1,0,0,2018-09-07,442,1104,9891,6,0,0
1,1,0,0,2018-09-07,443,1104,9891,6,0,0
1,1,0,0,2018-09-10,444,1104,9891,6,0,0
0,1,1,0,2018-09-10,445,1104,9891,6,0,0
1,1,0,0,2018-09-11,446,1104,9891,6,0,0
1,1,0,0,2018-09-11,447,1104,9891,6,0,0
1,1,0,0,2018-09-12,448,1104,9891,6,0,0
1,1,0,0,2018-09-12,449,1104,9891,6,0,0
0,1,1,0,2018-09-13,450,1104,9891,6,0,0
1,1,0,0,2018-09-13,451,1104,9891,6,0,0
0,1,0,0,2018-09-14,452,1104,9891,6,0,0
1,1,0,0,2018-09-18,453,1104,9891,6,0,0
1,1,0,0,2018-09-18,454,1104,9891,6,0,0
1,1,0,0,2018-09-19,455,1104,9891,6,0,0
1,1,0,0,2015-04-13,456,927,9891,6,0,0
1,1,0,0,2015-05-11,457,927,9891,6,0,0
1,1,0,0,2015-05-25,458,927,9891,6,0,0
1,1,0,0,2015-06-01,459,927,9891,6,0,0
1,1,0,0,2015-06-08,460,927,9891,6,0,0
0,1,1,0,2015-06-15,461,927,9891,6,0,0
0,1,1,0,2015-07-06,462,927,9891,6,0,0
1,1,0,0,2015-07-13,463,927,9891,6,0,0
0,1,1,0,2015-07-20,464,927,9891,6,0,0
1,1,0,0,2015-07-27,465,927,9891,6,0,0
1,1,0,0,2015-08-03,466,927,9891,6,0,0
1,1,0,0,2015-08-10,467,927,9891,6,0,0
0,1,1,0,2015-08-17,468,927,9891,6,0,0
0,1,1,0,2015-08-31,469,927,9891,6,0,0
1,1,0,0,2015-09-07,470,927,9891,6,0,0
0,1,1,0,2015-09-14,471,927,9891,6,0,0
1,1,0,0,2015-09-28,472,927,9891,6,0,0
1,1,0,0,2015-10-05,473,927,9891,6,0,0
0,1,1,0,2015-10-19,474,927,9891,6,0,0
0,1,1,0,2016-03-07,475,927,9891,6,0,0
0,1,1,0,2016-04-04,476,927,9891,6,0,0
1,1,0,0,2016-04-11,477,927,9891,6,0,0
0,1,1,0,2016-05-09,478,927,9891,6,0,0
1,1,0,0,2016-06-13,479,927,9891,6,0,0
1,1,0,0,2016-06-20,480,927,9891,6,0,0
0,1,1,0,2016-07-04,481,927,9891,6,0,0
0,1,1,0,2016-08-01,482,927,9891,6,0,0
1,1,0,0,2016-08-08,483,927,9891,6,0,0
1,1,0,0,2016-09-19,484,927,9891,6,0,0
1,1,0,0,2016-09-26,485,927,9891,6,0,0
0,1,1,0,2016-10-03,486,927,9891,6,0,0
1,1,0,0,2016-10-17,487,927,9891,6,0,0
0,1,1,0,2016-10-24,488,927,9891,6,0,0
